,Text,Datetime,Location,Hashtags
5277,"why christowiese resigned and sold out his all share
where is it he now
corruption with whites but no coverage by white media houses
          ",17:12:21 06:03:47,South Africa,"['ChristoWiese', 'Corruption', 'whites', 'white']"
5417,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  2 ,17:12:21 00:55:05,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
5448,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  1 ,17:12:20 23:35:06,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
5479,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  0 ,17:12:20 22:55:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
5483,east london atms give you cash thats short hence el people are always counting their cash before leaving an atm corruption,17:12:20 22:46:31,"Cape Town, South Africa",['corruption']
5550,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  22 ,17:12:20 20:40:11,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
5561,why corruption is a humanrights issue important case seeking accountability for corporate wrongdoing resourcingrights bizhumanrights ,17:12:20 20:17:59,"Johannesburg, South Africa","['corruption', 'humanrights', 'resourcingrights', 'bizhumanrights']"
5612,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  20 ,17:12:20 18:40:12,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
5627,central  sa        as liberating as decentralisation may be africas opportunity to rise will be wasted if corruption amp civilwars hinder development ,17:12:20 18:20:46,"Johannesburg, South Africa","['liberating', 'decentralisation', 'opportunity', 'RISE', 'Corruption', 'CivilWars', 'development']"
5700,how can the anc at anc54 not make a simple ruling on the missing 68 votes now this issues drags on and on and on but then again thats the same anc that cannot be decisive on corruption because many of them are guilty,17:12:20 16:40:39,Cape Town,"['ANC', 'ANC54', 'ANC', 'Corruption']"
5740,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  17 ,17:12:20 15:35:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
5822,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  15 ,17:12:20 13:30:24,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
5856,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  14 ,17:12:20 12:25:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
5866,"blf shall also lead the progressive forces to fight whitemonopolycapital corruption and demand the implementation of the revised miningcharter blf and all other progressive forces must defend the gains of  freeeducation  as part of the ret programme of action
sm ",17:12:20 12:00:19,"Johannesburg, South Africa","['BLF', 'whitemonopolycapital', 'corruption', 'MiningCharter', 'FreeEducation', 'RET']"
5873,cant even go to japan to escape corruption all over the world from the east to the west   the love of   will show you   greed ,17:12:20 11:42:18,"Pretoria, South Africa","['corruption', 'greed']"
5910,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  12 ,17:12:20 10:35:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
5916,"false

black south africans are about r 500 000 to r 1 million poorer each as a result of bad a economic deal cyril ramaphosa did at codesa

he on the other hand became r 8 billion richer since then

this is called a

sellout
corruption or
treason

i prefer the word treason ",17:12:20 10:13:54,South Africa,"['Sellout', 'Corruption', 'Treason']"
5926," this is some form of witchcrafthow is a r9 increase considered a reduction this is against cpa mos 
countryduty corruption theft ",17:12:20 09:51:24,"Johannesburg, South Africa","['CountryDuty', 'Corruption', 'Theft']"
5933,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  11 ,17:12:20 09:35:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
5963,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  10 ,17:12:20 08:10:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
5976,2019 is the time for change the real change we all want to see the new beginning towards a better life 4 all the  end of corruption,17:12:20 07:34:08,"Durban, South Africa","['better', 'Corruption']"
5997,  whether ramaphosa amp his supporters are serious about anc renewal is moot as they are hopelessly outnumbered amp face deeplyentrenched corruption by a powerful zumapatronagenetwork,17:12:20 06:41:41,"Cape Town, South Africa","['Ramaphosa', 'ANC', 'corruption', 'ZumaPatronageNetwork']"
6006, i know that various ngos the media amp civil society are exposing the deeprooted corruption of the zumapatronagenetwork but state institutions amp our taxes are continuing to be abused to defend amp cover it up its so depressing,17:12:20 06:21:00,"Cape Town, South Africa","['Media', 'corruption', 'ZumaPatronageNetwork']"
6025,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  7 ,17:12:20 05:35:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6030,ndz lost because of zuma the connection amp his name handicapped her campaign guptas statecapture cabinetreshuffle corruption ,17:12:20 05:19:17,South Africa,"['NDZ', 'Zuma', 'Guptas', 'StateCapture', 'cabinetreshuffle', 'Corruption']"
6039, ramaphosa must be harshly to alleviate corruption by taking all powers from zuma as now i mean right now,17:12:20 04:47:01,South africa ,"['Ramaphosa', 'Corruption', 'Zuma']"
6055,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  6 ,17:12:20 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
6098,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  4 ,17:12:20 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
6134,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  2 ,17:12:20 00:55:04,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6171,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  1 ,17:12:19 23:35:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
6192,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  0 ,17:12:19 22:55:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6193,top six calling for a rerun on the entire topsix is indeed a desperate attempt  to keep corruption in the anc,17:12:19 22:52:34,South Africa,"['TopSix', 'corruption', 'ANC']"
6280,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  22 ,17:12:19 20:40:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6320,two dodgy dudes from the zuma camp more corruption rumours of dodgy deals plague mabuza magashule via  ,17:12:19 19:25:42,pretoria,"['zuma', 'corruption']"
6347,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  20 ,17:12:19 18:40:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6424,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  19 ,17:12:19 17:05:11,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6519,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  17 ,17:12:19 15:35:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6594,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  15 ,17:12:19 13:30:23,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6645,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  14 ,17:12:19 12:25:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6656,steinhofffraud is the biggest corporate fraud and no one is arrested but they want zuma and the guptas locked up wmc anc54 mediacoverup cr17 must get rid of corruption sa   sm    ,17:12:19 12:12:20,South Africa,"['SteinhoffFraud', 'FRAUD', 'Zuma', 'Guptas', 'WMC', 'ANC54', 'MEDIACOVERUP', 'CR17', 'Corruption']"
6731,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  12 ,17:12:19 10:35:06,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6754,there two problems remained in the top six of anc dd and ace with them corruption continues ndzhasfallen ancelectiveconference,17:12:19 10:08:43,Pretoria,"['ANC', 'Corruption', 'NDZHasFallen', 'ANCElectiveConference']"
6766,endofanerror zumamustgo zumamustfall corruption idiot freesouthafricafromthisfool ,17:12:19 09:45:51,"Cape Town, South Africa","['endofanerror', 'zumamustgo', 'zumamustfall', 'corruption', 'idiot', 'freesouthafricafromthisfool']"
6772,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  11 ,17:12:19 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
6776,so apartheid is back  now the blacks amp poor will not be allowed in public places even in toiletharsh days are ahead for blacks be it corruption loot rape of girls killing of poors anc54 top6 ancelectiveconference ancdecides2017 cyrilramaphosa ,17:12:19 09:18:10,South Africa,"['apartheid', 'corruption', 'Loot', 'rape', 'killing', 'ANC54', 'TOP6', 'ANCElectiveConference', 'ANCdecides2017', 'CyrilRamaphosa']"
6798,"note how quickly the anc mobilizes for 68 missing votes but they still can t quite work up the energy to look for 100 billion missing rands
anc54 results corruption ",17:12:19 08:35:23,Johannesburg,"['ANC54', 'Corruption']"
6802,"  maybe they thought i was gonna fall for it   or something 

they make me sick  

lol   this one is for all those negative news reports about the corruption and mismanagement ",17:12:19 08:21:27,"Johannesburg, South Africa","['corruption', 'mismanagement']"
6808,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  10 ,17:12:19 08:10:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6815,"cyrilramaphosa anc corruption sleaze 

ramaphosas victory to many will symbolically represent a kind of ",17:12:19 07:46:37,"Cape Town, South Africa","['cyrilramaphosa', 'anc', 'corruption', 'sleaze']"
6849,the latest environmental news  uj library  igf2017 corruption,17:12:19 06:13:11,"Johannesburg, South Africa","['igf2017', 'corruption']"
6853,"the new group of corruption is here

choice of soldout delegates who used bidvest rooms for luxury treatment they received in favoring cr17
now time for scams statecapture moneylaundaring freely in the command of ramaphosa    ",17:12:19 06:07:28,South Africa,"['Corruption', 'Bidvest', 'CR17', 'scams', 'statecapture', 'moneylaundaring', 'Ramaphosa']"
6857,at the helm in mpumalanga mabuza has by all accounts set himself up atop a fiefdom ruling by fear and violence leaving a trail of political assassinations and allegations of widescale corruption in his wake  via  anc54,17:12:19 05:43:45,South Africa,"['Mpumalanga', 'Mabuza', 'assassinations', 'corruption', 'ANC54']"
6859,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  7 ,17:12:19 05:35:03,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
6865,"i want cyril to deal with zuma amp the criminals around him
statecapture 
corruption
nkandla 
guptas 
ndpp
ancelectiveconference cr17",17:12:19 05:26:39,"Mpumalanga, South Africa","['Cyril', 'Zuma', 'StateCapture', 'Corruption', 'Nkandla', 'Guptas', 'NDPP', 'ANCElectiveConference', 'CR17']"
6899,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  6 ,17:12:19 04:10:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
6938,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  4 ,17:12:19 02:35:04,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
6991,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  2 ,17:12:19 00:55:05,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
7024,thought factory  the anc in freefall tipping point or turning point politics rsa corruption  1 ,17:12:18 23:35:05,"Cape Town, South Africa","['ANC', 'politics', 'RSA', 'corruption']"
7039,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  0 ,17:12:18 22:55:07,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
7050,"so white votebuying is ok and is not corruption

that is a clear racist statement

not your fault

you have been brainwashed by whitemedia

like

 
 
 ",17:12:18 22:29:49,South Africa,"['White', 'VoteBuying', 'Corruption', 'Racist', 'Brainwashed', 'WhiteMedia']"
7109,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  22 ,17:12:18 20:40:10,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
7150,integrity is achieved when there is alignment in what we think say and do do the choices of the top6 communicate zero tolerance for corruption what you do anc speaks so loudly that i cant hear what you say anc54 ancdecides,17:12:18 19:01:30,"Sandton, South Africa","['Integrity', 'Top6', 'corruption', 'ANC', 'ANC54', 'ANCDecides']"
7154,so after win of ramaphosa it is sure harsh days are ahead for poors and blacks every evil will be back in sa be it apartheid be it corruption be it loot be it killing without any doubt its a blackday in history of sa anc54   ,17:12:18 18:49:44,South Africa,"['ramaphosa', 'apartheid', 'Corruption', 'Loot', 'Killing', 'BlackDay', 'ANC54']"
7160,thought factory new the  thiefinchief  rsa zuma corruption anc leadership  20 ,17:12:18 18:40:12,"Cape Town, South Africa","['RSA', 'Zuma', 'corruption', 'ANC', 'leadership']"
7186,wishing ramaphosa all the best in his fight against corruption amp statecapture especially with ace as his sg anc54,17:12:18 17:45:21,Johannesburg,"['Ramaphosa', 'corruption', 'statecapture', 'ANC54']"
