Datetime,Text,Username,Retweets,Location,Hashtags
17:11:30 07:51:18,"#Noida scores over #Delhi with 20% more #votes while #Faridabad, #Gurgaon failed 2 open accounts as best work place in #North_India in #DailyPoll survey
Cast your vote today on https://t.co/nZjrvda8wi
#ApplyNow #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/HfXs3IObVx",CADnaukri,0,India,"['Noida', 'Delhi', 'votes', 'Faridabad', 'Gurgaon', 'North_India', 'DailyPoll', 'ApplyNow', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:11:30 00:48:46,Which is better? #DailyPoll,_IAMSXN_,1,"Carson, CA",['DailyPoll']
17:11:30 00:30:02,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/E8pnlQjX4T,SportsMapRadio,0,USA,['DailyPoll']
17:11:30 00:30:01,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/uJyACZDwSC,SportsMap941,0,"Houston, TX",['DailyPoll']
17:11:30 00:30:00,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/Ow4aA0A4lc,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:11:29 17:22:51,"#DailyPoll What do you think of December's PS+ lineup?
https://t.co/IVrQ5r3isY",PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:11:29 17:01:04,"what do you think about avengers invinity wars trailer?

#pandapolls #polls #dailypoll #moviepoll #moviepoll",pandapolls,0,in your mind,"['pandapolls', 'polls', 'dailypoll', 'moviepoll', 'moviepoll']"
17:11:29 15:35:39,"#DailyPoll: What will be the result in high tax states if state and local tax deductions are removed?

#Vote here: https://t.co/SRHw5ROJHR https://t.co/2uraoWk3Ny",AA_politics,0,,"['DailyPoll', 'Vote']"
17:11:29 14:48:22,Let’s settle this...🤔🎤#Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,2,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:29 13:58:53,"Do you think that CAL's introduction of a $50 change fee and the discontinuation of the sale of open tickets would improve their efficiency and service?

#dailypoll #poll #twitterpoll #haveyoursay #vote #votenow #tobago #trinidad #trinidadandtobago",Pulse895fm,1,65-67 Lambeau Signal Hill Road,"['dailypoll', 'poll', 'twitterpoll', 'haveyoursay', 'vote', 'votenow', 'tobago', 'trinidad', 'trinidadandtobago']"
17:11:29 13:02:30,"3/4th #engineers of #Gujarat prefer #Ahmedabad #city to pursue a #professional #career followed by #Vadodara &amp; #Rajkot in a tie while #Surat did not receive any #votes in #DailyPoll.
Cast your vote today on https://t.co/nZjrvda8wi
#ApplyNow #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/biVrS2FjIm",CADnaukri,0,India,"['engineers', 'Gujarat', 'Ahmedabad', 'city', 'professional', 'career', 'Vadodara', 'Rajkot', 'Surat', 'votes', 'DailyPoll', 'ApplyNow', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:11:29 10:44:50,"#RGDailyPoll #DailyPoll 

As an online gamer, do you generally help others or make a point of killing them? 

#waveformgaming #youtubeza #SupportSmallStreamers #gamerlife #thelightersideofgaming",xLemon_x,4,South Africa,"['RGDailyPoll', 'DailyPoll', 'waveformgaming', 'youtubeza', 'SupportSmallStreamers', 'gamerlife', 'thelightersideofgaming']"
17:11:29 10:14:53,"#மக்கள்பார்வை | #கேள்விநேரம் | #DailyPoll

ஆர்.கே.நகர் வேட்பாளரை அறிவிப்பதில் அதிமுக தாமதம் செய்வதற்கு என்ன காரணம்?",news7tamil,27,"Chennai, India","['மக்கள்பார்வை', 'கேள்விநேரம்', 'DailyPoll']"
17:11:29 00:30:01,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/YyYQZZBYDP,SportsMap941,0,"Houston, TX",['DailyPoll']
17:11:29 00:30:01,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/4jJR5k0HOV,SportsMapRadio,0,USA,['DailyPoll']
17:11:29 00:30:00,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/vv2h6gTSCX,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:11:28 18:35:34,The UK's next government will be a... Retweet and tell us your reasoning! 😆 #DailyPoll #GE2022 (or sooner) #Vote,UKTalkPolitics,14,United Kingdom,"['DailyPoll', 'GE2022', 'Vote']"
17:11:28 17:26:38,How are you feeling about Ty today? #DailyPoll #VoteNow https://t.co/bHEfiTGBEF,JakeScottZone,0,Salt Lake City,"['DailyPoll', 'VoteNow']"
17:11:28 17:10:23,#DailyPoll What do you think about people datamining games? (Particularly when it finds things that were cut from the game or leaks evidence of upcoming expansions/DLC),PSNation,0,The Longest Running PlayStatio,['DailyPoll']
17:11:28 16:24:05,"choose one you like to read.

#pandapoll #dailypoll #polls #Magazine #magazinepolls",pandapolls,1,in your mind,"['pandapoll', 'dailypoll', 'polls', 'Magazine', 'magazinepolls']"
17:11:28 16:16:42,"do you ever thinking / dreaming about traveling to another country or go around the world?

#pandapoll #dailypoll #travelingpoll #dailypolls",pandapolls,0,in your mind,"['pandapoll', 'dailypoll', 'travelingpoll', 'dailypolls']"
17:11:28 15:22:10,#Drivetime is on the air! Get involved in the #Dailypoll #BattleOfTheChipToppings #ChipsnCurry vs #ChipsnMushyPeas,BoltonFM,1,Bolton,"['Drivetime', 'Dailypoll', 'BattleOfTheChipToppings', 'ChipsnCurry', 'ChipsnMushyPeas']"
17:11:28 15:07:23,"i cooking my own food everyday.

#pandapolls #polls #dailypoll #dailypolls #polls #poll #randompoll #voting #voteyes",pandapolls,1,in your mind,"['pandapolls', 'polls', 'dailypoll', 'dailypolls', 'polls', 'poll', 'randompoll', 'voting', 'voteyes']"
17:11:28 15:01:21,"all day long stay at bedroom. laying on bed.

#pandapolls #polls #poll #dailypoll #dailypolls #randompoll #randompoll",pandapolls,1,in your mind,"['pandapolls', 'polls', 'poll', 'dailypoll', 'dailypolls', 'randompoll', 'randompoll']"
17:11:28 13:42:06,"Which do you think it's the best time for someone to settle down and get married?

#dailypoll #poll #twitterpoll #haveyoursay #vote #votenow #voting #love #marriage",Pulse895fm,2,65-67 Lambeau Signal Hill Road,"['dailypoll', 'poll', 'twitterpoll', 'haveyoursay', 'vote', 'votenow', 'voting', 'love', 'marriage']"
17:11:28 13:25:06,Here is number 5...#5 who do you choose today? #vote  #DailyPoll #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:11:28 12:43:09,Best snack at a gas station? ⛽️ #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:28 07:55:14,"choose one better

#AgnezMo #pandapolls #polls #poll #dailypoll #dailypolls #vote #voting",pandapolls,1,in your mind,"['AgnezMo', 'pandapolls', 'polls', 'poll', 'dailypoll', 'dailypolls', 'vote', 'voting']"
17:11:28 02:15:39,"#Pune #city gives both good opportunities as well as a preferred location for #design_engineers. #DailyPoll survey!
Cast your vote today on https://t.co/nZjrvda8wi
Get latest #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in India https://t.co/YUQeZB2wg2",CADnaukri,0,India,"['Pune', 'city', 'design_engineers', 'DailyPoll', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs']"
17:11:28 01:30:18,Which migo is the best? #DailyPoll,_IAMSXN_,0,"Carson, CA",['DailyPoll']
17:11:28 00:38:00,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/Z07gbU61v9,SportsMapRadio,0,USA,['DailyPoll']
17:11:28 00:38:00,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/h5Ioros7WJ,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:11:28 00:38:00,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/20uGnNjf9c,SportsMap941,0,"Houston, TX",['DailyPoll']
17:11:27 18:34:55,Who let you down this year? #dailypoll #votenow https://t.co/B5A0U6asR9,JakeScottZone,0,Salt Lake City,"['dailypoll', 'votenow']"
17:11:27 17:08:36,#DailyPoll Did you buy any video games on Black Friday (or over the weekend) this year?,PSNation,0,The Longest Running PlayStatio,['DailyPoll']
17:11:27 15:09:54,#Drivetime is on the air! Get involved in the #DailyPoll #BattleOfTheChipToppings #ChipsnCheese vs #ChipsnCurry,BoltonFM,0,Bolton,"['Drivetime', 'DailyPoll', 'BattleOfTheChipToppings', 'ChipsnCheese', 'ChipsnCurry']"
17:11:27 14:14:33,"#DailyPoll: Who in Congress will end up getting a pass from assault accusations?

https://t.co/1CFjtLm6Lp https://t.co/6rNclmBrtj",AA_politics,0,,['DailyPoll']
17:11:27 14:06:47,"Were you satisfied with the Miss Universe 2017 results lastnight?

#haveyoursay #poll #dailypoll #MissUniverse2017 #MissUniverse",Pulse895fm,0,65-67 Lambeau Signal Hill Road,"['haveyoursay', 'poll', 'dailypoll', 'MissUniverse2017', 'MissUniverse']"
17:11:27 13:25:51,Here is number 4...#4 who do you choose today? #DailyPoll #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:11:27 12:43:24,Which would you rather buy?😂 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,2,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:27 06:47:10,"@autodeskindia needs to update @AutoCAD 3d capabilities very soon as per our #DailyPoll survey. Waiting for what? Vote now on https://t.co/nZjrvda8wi
#AutoCAD #3d #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/2pc5VlCfya",CADnaukri,0,India,"['DailyPoll', 'AutoCAD', '3d', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:11:26 18:44:38,Pick a primary color #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:26 17:17:55,With the royals #InTheNews we ask: what should happen to the monarchy? #PrinceHarry #Markle #DailyPoll,UKTalkPolitics,13,United Kingdom,"['InTheNews', 'PrinceHarry', 'Markle', 'DailyPoll']"
17:11:26 13:27:10,So here is number 3...#3 who do you choose today? #DailyPoll #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:11:26 11:12:06,#Poll #Polls #DailyPoll #polloftheday #twitterpoll #footballpoll will #RealMadrid sign #Neymar from #PSG in the summer,polls_111,2,"Dundee, Scotland","['Poll', 'Polls', 'DailyPoll', 'polloftheday', 'twitterpoll', 'footballpoll', 'RealMadrid', 'Neymar', 'PSG']"
17:11:26 11:07:10,#Poll #Polls #DailyPoll #polloftheday #twitterpoll #technology #techpoll what is your daily phone brand(if other plz comment),polls_111,8,"Dundee, Scotland","['Poll', 'Polls', 'DailyPoll', 'polloftheday', 'twitterpoll', 'technology', 'techpoll']"
17:11:26 10:38:45,#Poll #Polls #DailyPoll #polloftheday #twitterpoll what is your favourite thing (if not there plz comment),polls_111,3,"Dundee, Scotland","['Poll', 'Polls', 'DailyPoll', 'polloftheday', 'twitterpoll']"
17:11:26 02:23:31,Did you get involved with Black Friday this year? 👍🏼 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:26 02:04:05,"indomie kurang lengkap tanpa .......

#indomi #indomie #pandapolls #foodpoll #foodie #polls #poll #dailypolls #DailyPoll #DailyPoll #generasimicin #randompoll",pandapolls,1,in your mind,"['indomi', 'indomie', 'pandapolls', 'foodpoll', 'foodie', 'polls', 'poll', 'dailypolls', 'DailyPoll', 'DailyPoll', 'generasimicin', 'randompoll']"
17:11:26 01:59:15,"#indomie itu paling enak kalau?

#indomielovers #indomieseleraku #pandapolls #pandapoll #dailypoll #dailypolls #poll",pandapolls,1,in your mind,"['indomie', 'indomielovers', 'indomieseleraku', 'pandapolls', 'pandapoll', 'dailypoll', 'dailypolls', 'poll']"
17:11:26 01:43:16,"saya #sukakemewahan

saat hujan turun pasti saya langsung beli payung lapis emas demi beli indomie pake telor. 

#indomie  is the best! right?

#randompoll #pandapoll #dailypolls #dailypoll #poling #vote #voting",pandapolls,0,in your mind,"['sukakemewahan', 'indomie', 'randompoll', 'pandapoll', 'dailypolls', 'dailypoll', 'poling', 'vote', 'voting']"
17:11:26 01:38:28,"apakah kamu orang indonesia?

#cintaindonesia #randompoll #pandapoll #polls #dailypoll #dailypolls",pandapolls,0,in your mind,"['cintaindonesia', 'randompoll', 'pandapoll', 'polls', 'dailypoll', 'dailypolls']"
17:11:25 23:30:35,"the best one?

#uber #pandapolls #dailypoll #dailypolls #poll #vote #voting",pandapolls,2,in your mind,"['uber', 'pandapolls', 'dailypoll', 'dailypolls', 'poll', 'vote', 'voting']"
17:11:25 23:16:09,"how many times you go with #Uber in one month?

#Uberlife #transportation #pandapolls #polls #poll #dailypolls #dailypoll",pandapolls,1,in your mind,"['Uber', 'Uberlife', 'transportation', 'pandapolls', 'polls', 'poll', 'dailypolls', 'dailypoll']"
17:11:25 23:08:07,"do you know #grab?

#pandapolls #dailypolls #poll #polls #dailypoll #poling #vote",pandapolls,1,in your mind,"['grab', 'pandapolls', 'dailypolls', 'poll', 'polls', 'dailypoll', 'poling', 'vote']"
17:11:25 23:04:19,"Best online transportation

#pandapolls #polls #poling #poll #dailypoll #dailypolls #Transportation #onlineTransportation  #vote",pandapolls,1,in your mind,"['pandapolls', 'polls', 'poling', 'poll', 'dailypoll', 'dailypolls', 'Transportation', 'onlineTransportation', 'vote']"
17:11:25 14:44:36,"So it was a tie again yesterday so I'm redoing the poll,here is number 2 again...#2 who do you choose today? #DailyPoll #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊",TheDylanGraham,1,"Cape Town, South Africa","['DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:11:25 10:00:07,"#கேள்விநேரம் | #மக்கள்பார்வை | #DailyPoll

கந்துவட்டி கொடுமையிலிருந்து மீண்டுவர திரையுலகம் என்ன செய்யவேண்டும்?",news7tamil,34,"Chennai, India","['கேள்விநேரம்', 'மக்கள்பார்வை', 'DailyPoll']"
17:11:25 08:35:47,"First thing you find when you see the menu...

#foodie #foodlife #polls #polling #poll #dailypoll #dailypolls #foodpolls",pandapolls,2,in your mind,"['foodie', 'foodlife', 'polls', 'polling', 'poll', 'dailypoll', 'dailypolls', 'foodpolls']"
17:11:25 08:21:38,"if you found a hair in your #meal, do you still eat that #food ?

#foodie #foodlife #pandapolls #polls #poll #dailypolls #dailypoll",pandapolls,0,in your mind,"['meal', 'food', 'foodie', 'foodlife', 'pandapolls', 'polls', 'poll', 'dailypolls', 'dailypoll']"
17:11:25 02:26:44,"best one in #Coco #movie

#MovieReview #moviepoll #polls #poll #dailypoll #poling #dailypolls #dailypolls",pandapolls,1,in your mind,"['Coco', 'movie', 'MovieReview', 'moviepoll', 'polls', 'poll', 'dailypoll', 'poling', 'dailypolls', 'dailypolls']"
17:11:25 02:21:40,"the rich one! 😂😂😂
in #JusticeLeagueMovie  

#pandapolls #poll #polls #dailypolls #dailypoll #moviepoll",pandapolls,1,in your mind,"['JusticeLeagueMovie', 'pandapolls', 'poll', 'polls', 'dailypolls', 'dailypoll', 'moviepoll']"
17:11:25 02:20:20,"most helping in #JusticeLeagueMovie  

#pandapolls #poll #polls #dailypolls #dailypoll",pandapolls,1,in your mind,"['JusticeLeagueMovie', 'pandapolls', 'poll', 'polls', 'dailypolls', 'dailypoll']"
17:12:31 22:05:15,What are you doing this New Year’s Eve?🎊🎉 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,3,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:31 18:44:45,Here is number 1 in the quarter final...#QuarterFinal who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['QuarterFinal', 'vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:31 14:41:53,Plans for #NYE2017? #HappyNewYear2018 #poll #dailypoll,Lauren_Minogue,0,UK/AUSTRALIA,"['NYE2017', 'HappyNewYear2018', 'poll', 'dailypoll']"
17:12:31 00:04:11,RT @lilyjsmothers: What should I make for dinner? I’m at a loss over here. Vote and retweet. #Polls #TwitterPoll #randompoll #dailypoll #votenow #dinnertime #dinnerideas #recipes #cooking,xXSGxNinjaXx,0,nightclub bar,"['Polls', 'TwitterPoll', 'randompoll', 'dailypoll', 'votenow', 'dinnertime', 'dinnerideas', 'recipes', 'cooking']"
17:12:30 23:59:16,RT @lilyjsmothers: What should I make for dinner? I’m at a loss over here. Vote and retweet. #Polls #TwitterPoll #randompoll #dailypoll #votenow #dinnertime #dinnerideas #recipes #cooking,RapinatoreOffic,0,,"['Polls', 'TwitterPoll', 'randompoll', 'dailypoll', 'votenow', 'dinnertime', 'dinnerideas', 'recipes', 'cooking']"
17:12:30 18:13:57,Here is number 1 in the quarter final...#QuarterFinal who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['QuarterFinal', 'vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:30 17:36:29,Which one?🤔🎬 #Poll #DailyPoll #WerkinDatPoll #DisasterArtist #TheRoom,WerkinDatPoll,2,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll', 'DisasterArtist', 'TheRoom']"
17:12:30 16:10:11,"RT @_Ronda_Lee: Have you ever been within 20 feet of an ""A-list"" #Celebrity? #Polls #Poll #Polling #Question #Questions #TwitterPoll #TwitterPolls #Tweet #Vote #Voting #Survey #Surveys #Retweet #Twitter #Ask #Answer #DailyPoll #DailyPolls #Hollywood #Famous",getretweet,0,Chicago IL USA,"['Celebrity', 'Polls', 'Poll', 'Polling', 'Question', 'Questions', 'TwitterPoll', 'TwitterPolls', 'Tweet', 'Vote', 'Voting', 'Survey', 'Surveys', 'Retweet', 'Twitter', 'Ask', 'Answer', 'DailyPoll', 'DailyPolls', 'Hollywood', 'Famous']"
17:12:29 21:16:24,"NEW DAILY POLL: Which Prime Icon SBC has the best value for their money? 

Can we get 100+ votes? #dailypoll #Icons #FIFA18 #FUT18 #RoadTo100Followers #FIFA18Snipes",FUT18Snipes,2,FUT Market,"['dailypoll', 'Icons', 'FIFA18', 'FUT18', 'RoadTo100Followers', 'FIFA18Snipes']"
17:12:29 18:09:07,Here is number 1 in the quarter final...#QuarterFinal who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['QuarterFinal', 'vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:29 18:03:05,Pick your favorite TV couple 📺👫💕#Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:28 19:07:49,"#Snow on #Christmas?
#twitterpoll #twitterpolls #dailypoll #polloftheday #poll #polls #survey #retweet #winter #NewYear #holiday #cold #ice",TerryKaye714,0,United States,"['Snow', 'Christmas', 'twitterpoll', 'twitterpolls', 'dailypoll', 'polloftheday', 'poll', 'polls', 'survey', 'retweet', 'winter', 'NewYear', 'holiday', 'cold', 'ice']"
