Text,Datetime,Location,Hashtags,polarity,subjectivity
cant anc recall pres cyril take one three interim president two go luthuli house rebuild anc towards 2024 elections cyrilmustresign phalaphalafarm cr17bankstatements,22:10:23 17:12:14,"Cape Town, South Africa","['ANC', 'CyrilMustResign', 'PhalaPhalaFarm', 'CR17BankStatements']",0.0,0.0
cant wait elections vote entitled corrupt power money monger da theae politicians taking sans fools stage4 eskommustfall anc,22:10:23 10:37:41,"Cape Town, SA","['stage4', 'Eskommustfall', 'ANC']",-0.5,1.0
ill never vote anc,22:10:23 09:50:26,"Soweto, South Africa",['ANC'],-0.5,1.0
people still deny anc genesis lot political violence past present comrades problem killing folk black political parties peopleswar strategy ahead 94 elections,22:10:23 08:00:55,"Umlazi, South Africa","['ANC', 'PeoplesWar']",-0.08333333333333333,0.17666666666666667
carl contesting elections forgets vote may remove ramaposa anc chose undress shout streets poor strategies hope must directed political parties ne,22:10:22 18:53:34,"Pretoria, South Africa",['ANC'],-0.2,0.35
need lee khan yew type leadership political parties helping voting childish personal interest jealousy shortsighted interest support yew campaign leadership resurrection sayew anc da ff ifp eff actionsa,22:10:22 10:05:44,South Africa,"['sayew', 'anc', 'da', 'ff', 'ifp', 'eff', 'actionsa']",-0.06666666666666667,0.39999999999999997
correct phumlani need current political parties us favour voting personal interest childish powerplay think separately political parties must start champaign find one like lee yew da actionsa anc,22:10:22 09:22:48,South Africa,"['da', 'actionsa', 'anc']",-0.04,0.34
door door leaving one behind bi elections let us take back farm wards wc anc renewal buildingbettercommunities,22:10:22 08:18:54,"Cape Town, South Africa","['WC', 'ANC', 'Renewal', 'BuildingBetterCommunities']",-0.2,0.35
keep voting anc,22:10:22 06:17:45,johannesburg,['anc'],0.0,0.0
anc voters fully complicit clearly mind criminals office,22:10:21 20:54:25,johannesburg,['anc'],0.10000000000000002,0.3833333333333333
utterly sick tired anc pals class regard decency nothing disrespect foolish people vote,22:10:21 17:04:08,johannesburg,['anc'],-0.5571428571428572,0.7785714285714285
anc unable introspective solely gangsters nothing fully supported voters talk righting wrongs whilst anc destroying country people see,22:10:21 08:27:17,johannesburg,"['anc', 'anc']",-0.35,0.25
mn7 siera read understanding see first sentence agrees however need start talking stop bashing shit ecause elections come around need take anc bigger picture,22:10:21 05:42:42,"Cape Town, South Africa",['ANC'],0.016666666666666663,0.5444444444444444
october byelection eff stuns anc stronghold nkomazi landslide victory first historic win mpumalanga date,22:10:21 04:21:11,"Johannesburg, South Africa","['EFF', 'ANC', 'Mpumalanga']",0.35000000000000003,0.24444444444444446
results election mp nkomazi ward 11 eff 5775 3636 anc 345 2923 eff win ward surprise fane elected councillor surprise victory eff anc stronghold anyone region insight big swing,22:10:20 13:43:13,"Pretoria, South Africa","['EFF', 'ANC']",0.4,0.25
wwwow people voted leave health condition hospital electorate voted anc must proudly celebrate health system administration deserve congrats health department people strong close 2024,22:10:20 13:26:14,Nelspruit,['ANC'],0.6166666666666667,0.8666666666666667
eff juliusmalema anc byelection2022,22:10:20 13:04:40,"Linden, Johannesburg","['EFF', 'JuliusMalema', 'ANC', 'ByElection2022']",0.0,0.0
da thing exposing deep love vote good vote anc,22:10:20 12:36:45,"Cape Town, South Africa","['good', 'anc']",0.39999999999999997,0.5333333333333333
bgms vitally important future movement make sure part growing number members voting restore anc national democratic revolution renew22 bgms anc,22:10:20 06:00:31,South Africa,"['Renew22', 'BGMs', 'ANC', 'SouthAfrica']",0.3,0.6712962962962963
possibility call early national election theyve done uk things much worse ever abusive relationship anc need loadshedding crippling us newdawnfail,22:10:20 04:59:47,"Port Elizabeth, South Africa","['ANC', 'NewDawnFail']",-0.15000000000000002,0.44999999999999996
watch recently chatted solly moeng current state south african politics coalition squabbles expect 2024 election watch interview worldview anc politics coalition government,22:10:19 12:46:41,"Cape Town, South Africa","['worldview', 'ANC', 'politics', 'southafrica', 'coalition', 'government']",0.0,0.21666666666666667
shocking selfish disprespectful liars everyday evidance corrupt anc ministers coming light yet still power ruining country waiting till 2024 election country left,22:10:19 08:14:07,"Cape Town, South Africa","['Corrupt', 'ANC', 'ministers']",-0.30000000000000004,0.7166666666666667
da would also help stop corruption savoters would stop voting anc allies form politicalcoalitions enable get back power eff patrioticalliance ifp actionsa etc,22:10:18 08:59:43,"Cape Town, South Africa","['corruption', 'SAVoters', 'ANC', 'PoliticalCoalitions', 'EFF', 'PatrioticAlliance', 'IFP', 'ActionSA']",0.0,0.0
need poor remain poor votes promise shirt kfc vote change 30 years sad blind see anc elite enriched keep paying,22:10:18 06:22:15,South Africa,['anc'],-0.45,0.7166666666666667
reason ill never vote anc stage 4 loadshedding,22:10:18 04:09:45,"Soweto, South Africa","['ANC', 'Loadshedding']",-0.5,1.0
anc municipality without sewerage leakspotholesfilth high performance cult without form trainingthese sewer rats transform functional entity learnt hyenas polokwane anc thing voters get deserve anc,22:10:18 03:44:04,"Port Elizabeth, South Africa",['ANC'],0.16,0.5399999999999999
yes continue voting anc people even paying exorbitant taxes levies pay private services private citizens tar roads fix pipesinstall water points etc,22:10:17 18:05:42,"Cape Town, South Africa",['anc'],0.0,0.375
realnewsformobile anc ifp byelections2022,22:10:17 16:12:16,"Linden, Johannesburg","['RealNewsForMobile', 'ANC', 'IFP', 'ByElections2022']",0.0,0.0
anc corrupt evil cadredeploying whywouldanyonevoteforthem bunch crooks n hmmm yes corruption twoway street big winners end pipeline yes gupta yes watsons add bains deloitte et al,22:10:17 15:15:30,"Gqeberha/PE, South Africa",['ANC'],-0.5,0.7000000000000001
patriots putsouthafricansfirst operationdudula projects based 2022 decembers anc elective conference 2024 iec national elections dont mixed two ended finding embezzled anc squabbles 2024election ne,22:10:17 13:53:38,"Pretoria, South Africa","['PutSouthAfricansFirst', 'OperationDudula', 'ANC', 'ANC', '2024election']",0.0,0.25
cabonena true sensible people vote anc next elections,22:10:17 12:15:28,"Johannesburg, South Africa",['ANC'],0.175,0.325
solution fairly simple vote anc next elections keep least 50years,22:10:17 11:42:50,"Johannesburg, South Africa",['ANC'],-0.09999999999999999,0.2523809523809524
adam people think stupid cannot see useless anc needs voetsek 2024 already talking ex pats emigrated vote like never well,22:10:17 10:38:08,"Durban, South Africa","['ANC', 'voetsek']",-0.6499999999999999,0.6
one election set 19th october mp nkomazi ward 11 candidates anc sizakele ngomane eff surprise fane 2021 results 6373 2139,22:10:16 11:46:30,"Pretoria, South Africa","['ANC', 'EFF']",0.0,0.0
would expose collapse anc faster election promises,22:10:15 18:53:37,Cape Town,['ANC'],0.0,0.0
top secrets anc government guy seems untouchable want fights anc government 2024 election far im awed dumbfound guys ne,22:10:15 14:35:57,"Pretoria, South Africa",['ANC'],0.3,0.75
reason ill never vote anc stage 2 loadshedding,22:10:15 11:15:10,"Soweto, South Africa","['ANC', 'Loadshedding']",-0.5,1.0
body shaming belt still president dont respect man must respect office holds popular vote anc cyrilramaphosa phalaphalafarmgate statecapturereport jacobzuma,22:10:15 10:32:11,"Linden, Johannesburg","['ANC', 'CyrilRamaphosa', 'PhalaPhalaFarmGate', 'StateCaptureReport', 'jacobzuma']",0.6,0.9
qhabi whats deputy white stop insulting south africans personal failures nothing decide vote da got nothing silly fault dont vote anc democracy,22:10:14 15:17:38,Johannesburg,"['DA', 'ANC']",-0.375,0.54375
mess vote anc,22:10:14 11:53:56,"Randburg, South Africa",['ANC'],-0.175,0.175
anc explain electorate one thing done warrant support vote confidence anc,22:10:14 10:21:44,Johannesburg,"['ANC', 'ANC']",0.0,0.0
political home young age sacp served anc divorce papers stand 2024 elections believe dont leadership capable removing white capitalists equation poverty entrenchment 80,22:10:14 08:50:01,"Gqeberha, South Africa","['SouthAfrica', 'SACP', 'ANC', 'white', 'capitalists', 'poverty']",0.07500000000000001,0.225
yes people gatvol anc rightly giving votes rightwing anti black parties like jumping pan straight fire saying vote eff party demonstrated ability capacity without even governing power,22:10:14 04:43:29,"Durban, South Africa",['ANC'],0.10634920634920635,0.45634920634920634
foresee lasting relationship anc eff unless anc starts taking votes people seriously knowing anc prioritise arrogance sadly black people continue suffer even beyond 2024 need strategy avert,22:10:14 03:19:51,"Durban, South Africa","['ANC', 'EFF', 'ANC', 'ANC']",-0.16666666666666666,0.3666666666666667
anc refusing go losing elections,22:10:13 13:36:51,"Cape Town, South Africa",['ANC'],0.0,0.0
right wing parties colluding making sure apartheid legacy maintained hope eff uses votes force confused anc implement pro poor programmes bring end landlessness economic apartheid,22:10:13 09:12:57,"Durban, South Africa","['EFF', 'ANC']",0.03714285714285713,0.5849206349206348
results byelection held kzn umuziwabantu ward 11 ifp 529 4568 sun 2334 na anc 1634 1072 eff 322 425 aljama 106 5002 ifp wins seat khanyisile mbotho elected,22:10:13 08:12:04,"Pretoria, South Africa","['IFP', 'SUN', 'ANC', 'EFF', 'AlJama']",0.3,0.2
results byelection held wc cederberg ward 05 da 4574 28 pa 3329 2494 anc 209 462 eff 006 008 da win ward john hayes elected,22:10:13 08:01:52,"Pretoria, South Africa","['DA', 'PA', 'ANC', 'EFF']",0.8,0.4
unfortunately end near eff enter politicalcoalition anc 2024elections malema govt probably cabinetminister ancs strategy current trend making clear,22:10:13 07:18:34,"Cape Town, South Africa","['EFF', 'PoliticalCoalition', 'ANC', '2024Elections', 'Malema', 'CabinetMinister', 'ANC']",-0.075,0.5458333333333333
savoters must continue endorse goodgovernance elections punish candidates party hop especially anc desperately using every means get back power lost,22:10:13 06:47:30,"Cape Town, South Africa","['SAVoters', 'GoodGovernance', 'ANC']",-0.19999999999999998,0.6666666666666666
exactly backing split votes much find anc power yet,22:10:13 04:32:54,"Durban, South Africa",['ANC'],0.225,0.225
rt da lambertsbay byelection isnt mantashe handing r200 bribes voters iec asleep job anc wins iec simply accept results,22:10:12 22:09:42,"South Africa, west coast","['LambertsBay', 'Mantashe', 'IEC', 'ANC']",0.15,0.2785714285714286
da lambertsbay byelection isnt mantashe handing r200 bribes voters iec asleep job anc wins iec simply accept results,22:10:12 21:48:39,"Cape Town, South Africa","['LambertsBay', 'Mantashe', 'IEC', 'ANC']",0.15,0.2785714285714286
see anc hated majority social media users anc getting 10 million votes mean majority social media vote ancaligned dribbles us,22:10:12 18:49:01,"Durban, South Africa",['ANC'],-0.2864583333333333,0.3802083333333333
continue voting anc right need know decisions directly affect taken anc rich people cia based us,22:10:12 18:36:10,"Durban, South Africa",['ANC'],0.25357142857142856,0.5619047619047619
byelections municipalities anc,22:10:12 13:27:34,"Linden, Johannesburg","['byelections', 'municipalities', 'ANC']",0.0,0.0
anc really working destroying main opposition parties using spvs fly nights dont like da yet one fails see anc using spvs ahead 2024election never defeat anc rid corruption,22:10:12 09:43:11,"Johannesburg, South Africa","['ANC', 'DA', 'ANC', '2024election', 'ANC']",0.09333333333333334,0.3466666666666667
explosion durban sub station epitomizes anc failed state industrial scale looting corruptiongraft theft 28 years lack maintenance security skills due anc cadre deployment result get govcouncil voted,22:10:12 08:55:25,South Africa,"['Durban', 'ANC']",-0.3125,0.3375
assume blacks vote block anc probably think gardner represents average black,22:10:12 07:16:18,South Africa,['ANC'],-0.15833333333333333,0.41666666666666663
nah rdp anc election ticket everyone understanding simple economics knows unsustainable gimmick,22:10:12 07:14:20,South Africa,['ANC'],0.0,0.35714285714285715
reluctantly agree anc eff politicalcoalition 2024election highly likely happen need minority parties shortage candidates among unprincipled lot collapsed current coalitions,22:10:12 06:52:30,"Cape Town, South Africa","['ANC', 'EFF', 'PoliticalCoalition', '2024Election']",0.0,0.7
savoters seem helpless face ruthless determination anc remain power mercy minorityparties campaign antiancplatform yet sell first opportunity minoritypartiesareunprincipledgreedysellouts,22:10:11 13:35:21,"Cape Town, South Africa","['SAVoters', 'ANC', 'MinorityParties', 'AntiANCPlatform', 'MinorityPartiesAreUnprincipledGreedySellouts']",-0.375,0.6666666666666666
anc must remain power control crookedcomrades useless leadership must access lucrative sataxpayerfundedpositions reasons anc collapse oppositionled politicalcoalitions right 2024elections,22:10:11 13:30:36,"Cape Town, South Africa","['ANC', 'CrookedComrades', 'SATaxpayerFundedPositions', 'PoliticalCoalitions', '2024Elections']",-0.10714285714285715,0.3678571428571429
movie stop come 2024 anc sacp saps cosatu sadtu vote group mafia,22:10:11 11:27:29,Soweto,"['ANC', 'SACP', 'SAPS', 'COSATU', 'SADTU']",0.0,0.0
really take us elections make us lose identity people acknowledge think twice morality ethics compromised political landscape especially ancmy anc,22:10:11 10:00:17,"Kempton Park, South Africa",['anc'],0.06666666666666667,0.43333333333333335
whether continue supporting anc leave alliance contest elections simple matter cosatu sacp moneyweb politicalnews mamokgethimolopyane,22:10:11 08:05:10,South Africa,"['ANC', 'Cosatu', 'SACP', 'Moneyweb', 'PoliticalNews', 'MamokgethiMolopyane']",0.125,0.3035714285714286
election time anc leadership coming,22:10:10 21:01:04,"Cape Town, South Africa",['ANC'],0.0,0.0
people vote anc blackness stupid saying,22:10:10 19:33:23,"Johannesburg, South Africa","['ANC', 'blackness']",-0.7999999999999999,1.0
candidates upcoming byelection 12th september wc cederberg ward 05 da john hayes anc beverly van der heeverschalk pa william farmer eff ferdienand fransman 2021 party results 4294 2552 835 014,22:10:10 05:00:00,"Pretoria, South Africa","['DA', 'ANC', 'PA', 'EFF']",0.0,0.0
candidates upcoming byelection 12th october kzn umuziwabantu ward 11 aljama allucious duma anc zethi khopho eff benard mpande ifp khanyisile mbotho atm yonelz mzize abc sabelo dlamini sun thulani ncane order 2021 results,22:10:10 05:00:00,"Pretoria, South Africa","['AlJama', 'ANC', 'EFF', 'IFP', 'ATM', 'ABC', 'SUN']",0.0,0.0
